"Site_ID/SSS","Initial_year","Diversity_metric_type","Measurement","Family","Genus","Species","Country","Latitude","Longitude","Habitat_description","Sampling_effort","Reference"
"1398","1975","Abundance",22,"Sciuridae","Spermophilus","armatus","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1976","Abundance",30,"Sciuridae","Spermophilus","armatus","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1974","Abundance",18,"Sciuridae","Spermophilus","armatus","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1976","Abundance",2,"Sciuridae","Tamias","minimus","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1975","Abundance",2,"Sciuridae","Tamias","minimus","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1974","Abundance",2,"Sciuridae","Tamias","minimus","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1976","Abundance",3,"Geomyidae","Thomomys","talpoides","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1974","Abundance",17,"Dipodidae","Zapus","princeps","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1975","Abundance",29,"Dipodidae","Zapus","princeps","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1398","1976","Abundance",31,"Dipodidae","Zapus","princeps","USA",43.838278,-110.367422,"unburned sagebrush",NA,"McGee1982"
"1399","1993","Abundance",6,"Cricetidae","Microtus","longicaudus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1994","Abundance",3,"Cricetidae","Myodes","gapperi","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1993","Abundance",6,"Cricetidae","Peromyscus","maniculatus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1993","Abundance",2,"Soricidae","Sorex","cinereus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1994","Abundance",14,"Soricidae","Sorex","cinereus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1994","Abundance",16,"Soricidae","Sorex","monticolus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1993","Abundance",7,"Soricidae","Sorex","monticolus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1993","Abundance",1,"Soricidae","Sorex","nanus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1399","1994","Abundance",2,"Soricidae","Sorex","nanus","USA",35.801975,-106.51069,"Mesic; dominated by Engelmann spruce and Douglas firs. NE aspect and 25 degree slope.",200,"Kirkland1999"
"1400","1994","Abundance",5,"Cricetidae","Peromyscus","maniculatus","USA",35.807193,-106.506315,"Ponderosa Pine and Gambel Oaks. SW aspect and 40 degree slope.",200,"Kirkland1999"
"1400","1994","Abundance",2,"Cricetidae","Peromyscus","nasutus","USA",35.807193,-106.506315,"Ponderosa Pine and Gambel Oaks. SW aspect and 40 degree slope.",200,"Kirkland1999"
"1400","1994","Abundance",3,"Soricidae","Sorex","cinereus","USA",35.807193,-106.506315,"Ponderosa Pine and Gambel Oaks. SW aspect and 40 degree slope.",200,"Kirkland1999"
"1400","1994","Abundance",5,"Soricidae","Sorex","monticolus","USA",35.807193,-106.506315,"Ponderosa Pine and Gambel Oaks. SW aspect and 40 degree slope.",200,"Kirkland1999"
"1400","1993","Abundance",1,"Soricidae","Sorex","monticolus","USA",35.807193,-106.506315,"Ponderosa Pine and Gambel Oaks. SW aspect and 40 degree slope.",200,"Kirkland1999"
"1400","1994","Abundance",2,"Soricidae","Sorex","preblei","USA",35.807193,-106.506315,"Ponderosa Pine and Gambel Oaks. SW aspect and 40 degree slope.",200,"Kirkland1999"
"1401","1994","Abundance",1,"Cricetidae","Microtus","longicaudus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1993","Abundance",4,"Cricetidae","Microtus","longicaudus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1994","Abundance",2,"Cricetidae","Microtus","mexicanus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1994","Abundance",1,"Cricetidae","Peromyscus","boylii","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1993","Abundance",2,"Cricetidae","Peromyscus","boylii","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1994","Abundance",20,"Cricetidae","Peromyscus","maniculatus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1993","Abundance",4,"Cricetidae","Peromyscus","maniculatus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1993","Abundance",9,"Soricidae","Sorex","monticolus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1994","Abundance",20,"Soricidae","Sorex","monticolus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1993","Abundance",2,"Soricidae","Sorex","nanus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1401","1994","Abundance",2,"Soricidae","Sorex","nanus","USA",35.21265,-106.44107,"White fir; Alpine fir; Douglas fir. NE aspect and 10-45 degree slope.",200,"Kirkland1999"
"1402","1994","Abundance",2,"Cricetidae","Microtus","longicaudus","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1993","Abundance",1,"Cricetidae","Microtus","longicaudus","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1993","Abundance",2,"Cricetidae","Peromyscus","boylii","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1994","Abundance",15,"Cricetidae","Peromyscus","maniculatus","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1994","Abundance",5,"Soricidae","Sorex","monticolus","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1993","Abundance",2,"Soricidae","Sorex","monticolus","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1994","Abundance",1,"Soricidae","Sorex","nanus","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1402","1994","Abundance",1,"Geomyidae","Thomomys","bottae","USA",35.196537,-106.417546,"Gambel oaks; White firs; Mountain Maples. NW aspect; 10-45 degree slope.",200,"Kirkland1999"
"1403","1994","Abundance",4,"Soricidae","Blarina","brevicauda","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",1,"Cricetidae","Microtus","pennsylvanicus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",2,"Cricetidae","Microtus","pennsylvanicus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",2,"Cricetidae","Microtus","pinetorum","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",3,"Cricetidae","Microtus","pinetorum","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",1,"Cricetidae","Myodes","gapperi","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",1,"Cricetidae","Myodes","gapperi","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",18,"Cricetidae","Peromyscus","leucopus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",5,"Cricetidae","Peromyscus","leucopus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",21,"Soricidae","Sorex","cinereus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",10,"Soricidae","Sorex","cinereus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",6,"Soricidae","Sorex","fumeus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",6,"Soricidae","Sorex","fumeus","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1993","Abundance",5,"Soricidae","Sorex","hoyi","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1403","1994","Abundance",6,"Soricidae","Sorex","hoyi","USA",40.013319,-77.441449,"Tulip Poplar; Red Maple and Chestnut Oak",200,"Kirkland1999"
"1404","1994","Abundance",2,"Soricidae","Blarina","brevicauda","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",1,"Soricidae","Blarina","brevicauda","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",1,"Cricetidae","Myodes","gapperi","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1994","Abundance",12,"Cricetidae","Peromyscus","leucopus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",6,"Cricetidae","Peromyscus","leucopus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1994","Abundance",28,"Soricidae","Sorex","cinereus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",9,"Soricidae","Sorex","cinereus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1994","Abundance",1,"Soricidae","Sorex","fumeus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",5,"Soricidae","Sorex","fumeus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1994","Abundance",3,"Soricidae","Sorex","hoyi","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",12,"Soricidae","Sorex","hoyi","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1404","1993","Abundance",1,"Sciuridae","Tamias","striatus","USA",39.994812,-77.434237,"Chestnut Oak; Black Gum; Red Maple",200,"Kirkland1999"
"1405","1994","Abundance",5,"Soricidae","Blarina","brevicauda","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1993","Abundance",4,"Soricidae","Blarina","brevicauda","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1993","Abundance",1,"Cricetidae","Microtus","pennsylvanicus","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1994","Abundance",2,"Cricetidae","Microtus","pinetorum","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1994","Abundance",16,"Cricetidae","Peromyscus","leucopus","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1993","Abundance",18,"Cricetidae","Peromyscus","leucopus","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1993","Abundance",15,"Soricidae","Sorex","cinereus","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1994","Abundance",24,"Soricidae","Sorex","cinereus","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1993","Abundance",2,"Soricidae","Sorex","fumeus","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1994","Abundance",3,"Soricidae","Sorex","hoyi","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1405","1993","Abundance",3,"Soricidae","Sorex","hoyi","USA",39.995638,-77.418214,"Ridge forest; Black Gum; Chestnut Oak",200,"Kirkland1999"
"1406","2003","Abundance",36,"Macroscelididae","Elephantulus","intufi","Namibia",-21.510472,16.729222,"thornbush region",1440,"Muck2006"
"1406","2003","Abundance",3,"Muridae","Gerbilliscus","brantsii","Namibia",-21.510472,16.729222,"thornbush region",1440,"Muck2006"
"1406","2003","Abundance",41,"Muridae","Gerbilliscus","leucogaster","Namibia",-21.510472,16.729222,"thornbush region",1440,"Muck2006"
"1406","2003","Abundance",2,"Muridae","Micaelamys","namaquensis","Namibia",-21.510472,16.729222,"thornbush region",1440,"Muck2006"
"1406","2003","Abundance",3,"Muridae","Rhabdomys","pumilio","Namibia",-21.510472,16.729222,"thornbush region",1440,"Muck2006"
"1406","2003","Abundance",8,"Nesomyidae","Saccostomus","campestris","Namibia",-21.510472,16.729222,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",9,"Muridae","Aethomys","chrysophilus","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",20,"Macroscelididae","Elephantulus","intufi","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",8,"Muridae","Gerbilliscus","brantsii","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",31,"Muridae","Gerbilliscus","leucogaster","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",19,"Muridae","Micaelamys","namaquensis","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",3,"Muridae","Rhabdomys","pumilio","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1407","2003","Abundance",31,"Nesomyidae","Saccostomus","campestris","Namibia",-21.598042,16.945413,"thornbush region",1440,"Muck2006"
"1408","1991","Abundance",1,"Soricidae","Crocidura","buettikoferi","Ghana",5.9,-0.116667,"high forest",1200,"Decher1999"
"1408","1991","Abundance",3,"Soricidae","Crocidura","poensis","Ghana",5.9,-0.116667,"high forest",1200,"Decher1999"
"1408","1991","Abundance",28,"Muridae","Hylomyscus","alleni","Ghana",5.9,-0.116667,"high forest",1200,"Decher1999"
"1408","1991","Abundance",3,"Muridae","Mus","minutoides","Ghana",5.9,-0.116667,"high forest",1200,"Decher1999"
"1408","1991","Abundance",72,"Muridae","Praomys","tullbergi","Ghana",5.9,-0.116667,"high forest",1200,"Decher1999"
"1409","1991","Abundance",1,"Soricidae","Crocidura","lamottei","Ghana",5.75,-0.133333,"dry forest",1200,"Decher1999"
"1409","1991","Abundance",1,"Muridae","Mus","minutoides","Ghana",5.75,-0.133333,"dry forest",1200,"Decher1999"
"1409","1991","Abundance",33,"Muridae","Praomys","tullbergi","Ghana",5.75,-0.133333,"dry forest",1200,"Decher1999"
"1410","1991","Abundance",8,"Soricidae","Crocidura","crossei","Ghana",5.75,-0.133333,"dry forest",1200,"Decher1999"
"1410","1991","Abundance",5,"Muridae","Mus","minutoides","Ghana",5.75,-0.133333,"dry forest",1200,"Decher1999"
"1410","1991","Abundance",45,"Muridae","Praomys","tullbergi","Ghana",5.75,-0.133333,"dry forest",1200,"Decher1999"
"1411","1991","Abundance",1,"Muridae","Gerbilliscus","kempi","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1411","1991","Abundance",1,"Gliridae","Graphiurus","lorraineus","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1411","1991","Abundance",2,"Muridae","Lemniscomys","striatus","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1411","1991","Abundance",5,"Muridae","Praomys","tullbergi","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1411","1991","Abundance",2,"Muridae","Uranomys","ruddi","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1412","1991","Abundance",1,"Gliridae","Graphiurus","lorraineus","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1412","1991","Abundance",9,"Muridae","Praomys","tullbergi","Ghana",5.883333,0.05,"thicket and grass",1200,"Decher1999"
"1413","1991","Abundance",2,"Muridae","Gerbilliscus","kempi","Ghana",5.95,0.066667,"savanna",1200,"Decher1999"
"1413","1991","Abundance",1,"Muridae","Uranomys","ruddi","Ghana",5.95,0.066667,"savanna",1200,"Decher1999"
"1414","1991","Abundance",3,"Muridae","Lemniscomys","striatus","Ghana",5.95,0.066667,"savanna",1200,"Decher1999"
"1415","1991","Abundance",3,"Muridae","Lemniscomys","striatus","Ghana",6.133333,0.066667,"secondary forest",600,"Decher1999"
"1415","1991","Abundance",15,"Muridae","Mastomys","erythroleucus","Ghana",6.133333,0.066667,"secondary forest",600,"Decher1999"
"1415","1991","Abundance",2,"Muridae","Mastomys","natalensis","Ghana",6.133333,0.066667,"secondary forest",600,"Decher1999"
"1415","1991","Abundance",1,"Muridae","Praomys","tullbergi","Ghana",6.133333,0.066667,"secondary forest",600,"Decher1999"
"1416","1991","Abundance",1,"Soricidae","Crocidura","crossei","Ghana",6.133333,0.066667,"secondary forest",1200,"Decher1999"
"1416","1991","Abundance",4,"Gliridae","Graphiurus","lorraineus","Ghana",6.133333,0.066667,"secondary forest",1200,"Decher1999"
"1416","1991","Abundance",2,"Muridae","Lemniscomys","striatus","Ghana",6.133333,0.066667,"secondary forest",1200,"Decher1999"
"1416","1991","Abundance",3,"Muridae","Mastomys","erythroleucus","Ghana",6.133333,0.066667,"secondary forest",1200,"Decher1999"
"1417","2005","Abundance",1,"Muridae","Berylmys","berdmorei","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",173,"Sciuridae","Callosciurus","erythraeus","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",12,"Muridae","Chiropodomys","gliroides","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",6,"Muridae","Leopoldamys","edwardsi","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",23,"Muridae","Leopoldamys","sabanus","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",115,"Muridae","Maxomys","surifer","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",1,"Muridae","Mus","cervicolor","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",48,"Muridae","Niviventer","fulvescens","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",1,"Muridae","Niviventer","langbianis","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",1,"Lorisidae","Nycticebus","pygmaeus","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",46,"Muridae","Rattus","andamanensis","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",12,"Muridae","Rattus","rattus","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1417","2005","Abundance",4,"Tupaiidae","Tupaia","belangeri","Vietnam",11.439924,107.415229,"primary tropical forest",7000,"Kuznetsov2008"
"1418","2006","Abundance",29,"Sciuridae","Callosciurus","erythraeus","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",12,"Muridae","Chiropodomys","gliroides","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",4,"Muridae","Leopoldamys","edwardsi","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",87,"Muridae","Maxomys","surifer","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",2,"Muridae","Mus","cervicolor","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",30,"Muridae","Niviventer","fulvescens","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",2,"Muridae","Niviventer","langbianis","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",4,"Muridae","Rattus","andamanensis","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1418","2006","Abundance",2,"Tupaiidae","Tupaia","belangeri","Vietnam",11.428222,107.424385,"disturbed tropical forest",4000,"Kuznetsov2008"
"1419","1999","Abundance",1,"Didelphidae","Marmosops","dorothea","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",2,"Didelphidae","Micoureus","constantiae","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",1,"Cricetidae","Microryzomys","minutus","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",2,"Cricetidae","Oecomys","bicolor","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",1,"Cricetidae","Oligoryzomys","microtis","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",15,"Cricetidae","Oryzomys","megacephalus","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",12,"Cricetidae","Oryzomys","nitidus","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",2,"Cricetidae","Oryzomys","spp.","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",1,"Didelphidae","Philander","opossum","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1419","1999","Abundance",2,"Echimyidae","Proechimys","brevicauda","Bolivia",-14.663914,-66.289812,"continuous forest",2230,"Vargas2004"
"1420","1999","Abundance",4,"Cricetidae","Oryzomys","nitidus","Bolivia",-14.663914,-66.289812,"forest fragments",1160,"Vargas2004"
"1421","1999","Abundance",1,"Didelphidae","Micoureus","constantiae","Bolivia",-14.663914,-66.289812,"grassland matrix",550,"Vargas2004"
"1421","1999","Abundance",1,"Cricetidae","Oligoryzomys","microtis","Bolivia",-14.663914,-66.289812,"grassland matrix",550,"Vargas2004"
"1421","1999","Abundance",2,"Cricetidae","Oryzomys","nitidus","Bolivia",-14.663914,-66.289812,"grassland matrix",550,"Vargas2004"
"1421","1999","Abundance",2,"Cricetidae","Oryzomys","spp.","Bolivia",-14.663914,-66.289812,"grassland matrix",550,"Vargas2004"
"1421","1999","Abundance",3,"Echimyidae","Proechimys","brevicauda","Bolivia",-14.663914,-66.289812,"grassland matrix",550,"Vargas2004"
"1422","1999","Abundance",69,"Muridae","Apodemus","sylvaticus","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1422","1999","Abundance",27,"Cricetidae","Microtus","agrestis","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1422","1999","Abundance",72,"Muridae","Micromys","minutus","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1422","1999","Abundance",38,"Cricetidae","Myodes","glareolus","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1422","1999","Abundance",1,"Soricidae","Neomys","fodiens","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1422","1999","Abundance",47,"Soricidae","Sorex","araneus","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1422","1999","Abundance",16,"Soricidae","Sorex","minutus","UK",53.957413,-1.08195,"broad leaved plantations begun in 1992-1997; planted on ex-arable land",960,"Moore2003"
"1423","1999","Abundance",61,"Muridae","Apodemus","sylvaticus","UK",53.957413,-1.08195,"farmland",772,"Moore2003"
"1423","1999","Abundance",7,"Muridae","Micromys","minutus","UK",53.957413,-1.08195,"farmland",772,"Moore2003"
"1424","1999","Abundance",61,"Muridae","Apodemus","sylvaticus","UK",53.957413,-1.08195,"hedgerows",480,"Moore2003"
"1424","1999","Abundance",2,"Cricetidae","Microtus","agrestis","UK",53.957413,-1.08195,"hedgerows",480,"Moore2003"
"1424","1999","Abundance",1,"Muridae","Micromys","minutus","UK",53.957413,-1.08195,"hedgerows",480,"Moore2003"
"1424","1999","Abundance",27,"Cricetidae","Myodes","glareolus","UK",53.957413,-1.08195,"hedgerows",480,"Moore2003"
"1424","1999","Abundance",9,"Soricidae","Sorex","araneus","UK",53.957413,-1.08195,"hedgerows",480,"Moore2003"
"1425","1996","Abundance",77,"Soricidae","Blarina","brevicauda","USA",38.277208,-79.732176,"Mixed mesophytic forest",4307,"McShea2003"
"1425","1996","Abundance",141,"Cricetidae","Myodes","gapperi","USA",38.277208,-79.732176,"Mixed mesophytic forest",4307,"McShea2003"
"1425","1996","Abundance",63,"Dipodidae","Napaeozapus","insignis","USA",38.277208,-79.732176,"Mixed mesophytic forest",4307,"McShea2003"
"1425","1996","Abundance",123,"Cricetidae","Peromyscus","leucopus","USA",38.277208,-79.732176,"Mixed mesophytic forest",4307,"McShea2003"
"1425","1996","Abundance",159,"Cricetidae","Peromyscus","maniculatus","USA",38.277208,-79.732176,"Mixed mesophytic forest",4307,"McShea2003"
